카테고리,채널명,구독자수,조회수,비디오수
취미/라이프,희철리즘Heechulism,530000,135540000,251
교육/강의,1등 미디어,530000,236320000,492
TV/방송,스튜디오V [ STUDIO V ],530000,156700000,320
미분류,시니어전성시대,530000,61410000,145
TV/방송,joanday,530000,68480000,629
BJ/인물/연예인,박서아TV,530000,99280000,306
게임,똘킹,530000,388870000,1829
미분류,AB6IX,530000,32270000,263
영화/만화/애니,supershinstudio,530000,383900000,7779
뉴스/정치/사회,Arirang News,530000,237210000,123886
뉴스/정치/사회,여수MBC Music+(Kpop&Trot),530000,335200000,11942
TV/방송,Ripple_S,530000,301300000,714
취미/라이프,미니유 Miniyu ASMR,530000,223410000,727
뉴스/정치/사회,KBS KONG,520000,203980000,6637
음식/요리/레시피,PRUMIR,520000,111540000,448
미분류,조여사전성시대,520000,98700000,428
미분류,Everton Football Club,520000,143740000,2485
음악/댄스/가수,Mina's TV 미나네TV,520000,21030000,136
BJ/인물/연예인,Mr.아재 [Mr.Ajae],520000,134180000,303
TV/방송,KBS 1라디오,520000,188600000,10326
취미/라이프,공구왕황부장,520000,105490000,445
미분류,햄튜브,520000,280770000,1108
키즈/어린이,오콘키즈,520000,693730000,1009
게임,방앗간 비둘기,520000,334960000,4296
IT/기술/컴퓨터,MR엠알,520000,76450000,347
음악/댄스/가수,Dragon Stone,520000,32320000,148
음식/요리/레시피,영자씨의 부엌Young-Ja's Kitchen,520000,108390000,905
TV/방송,KBS동물티비 : 애니멀포유 animal4u,520000,326080000,1459
TV/방송,상현아웃겨줘parksanghyun,520000,177540000,397
음식/요리/레시피,창배먹방 chang_bae,520000,242000000,1281
게임,OGN,510000,608880000,27433
게임,미소,510000,210770000,3084
미분류,밉지않은 관종언니,510000,67740000,170
미분류,복지마블TV [Welfare Marble],510000,49960000,240
음식/요리/레시피,Muggo,510000,183720000,1388
게임,임선비,510000,234290000,1134
